"id_beh","input_order","numbers","uppercase","naStartTs","naStartE","naFinishTs","naFinishE","cnStartTs","cnStartE","cnFinishTs","cnFinishE","scStartTs","scStartE","scFinishTs","scFinishE","mStartTs","mStartE","mFinishTs","mFinishE","yStartTs","yStartE","yFinishTs","yFinishE","StartTs","StartE","FinishTs","FinishE"
"118","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:08:53:000354","1705950533354","2024-01-22 16:09:03:000555","1705950543556","2024-01-22 16:08:24:000457","1705950504457","2024-01-22 16:08:44:000450","1705950524450","2024-01-22 16:08:50:000297","1705950530297","2024-01-22 16:08:53:000353","1705950533353","2024-01-22 16:08:44:000451","1705950524451","2024-01-22 16:08:46:000890","1705950526890","2024-01-22 16:08:46:000890","1705950526890","2024-01-22 16:08:50:000297","1705950530297","2024-01-22 16:08:24:000457","1705950504457","2024-01-22 16:09:03:000556","1705950543556"
"141","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:43:07:000028","1706546587028","2024-01-29 13:43:13:000632","1706546593632","2024-01-29 13:42:55:000232","1706546575232","2024-01-29 13:43:01:000969","1706546581969","2024-01-29 13:43:05:000177","1706546585177","2024-01-29 13:43:07:000028","1706546587028","2024-01-29 13:43:01:000970","1706546581970","2024-01-29 13:43:03:000658","1706546583658","2024-01-29 13:43:03:000658","1706546583658","2024-01-29 13:43:05:000176","1706546585176","2024-01-29 13:42:55:000232","1706546575232","2024-01-29 13:43:13:000632","1706546593632"
"120","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:11:01:000708","1705950661708","2024-01-22 16:11:18:000972","1705950678972","2024-01-22 16:10:21:000628","1705950621628","2024-01-22 16:10:39:000573","1705950639573","2024-01-22 16:10:57:000252","1705950657252","2024-01-22 16:11:01:000708","1705950661708","2024-01-22 16:10:39:000573","1705950639573","2024-01-22 16:10:50:000693","1705950650693","2024-01-22 16:10:50:000694","1705950650694","2024-01-22 16:10:57:000252","1705950657252","2024-01-22 16:10:21:000628","1705950621628","2024-01-22 16:11:18:000972","1705950678972"
"121","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:11:58:000637","1705950718637","2024-01-22 16:12:11:000301","1705950731301","2024-01-22 16:11:26:000916","1705950686916","2024-01-22 16:11:45:000421","1705950705421","2024-01-22 16:11:56:000029","1705950716029","2024-01-22 16:11:58:000636","1705950718636","2024-01-22 16:11:45:000421","1705950705421","2024-01-22 16:11:48:000901","1705950708901","2024-01-22 16:11:48:000901","1705950708901","2024-01-22 16:11:55:000708","1705950715708","2024-01-22 16:11:26:000916","1705950686916","2024-01-22 16:12:11:000301","1705950731301"
"122","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:12:46:000637","1705950766637","2024-01-22 16:12:57:000354","1705950777354","2024-01-22 16:12:16:000522","1705950736522","2024-01-22 16:12:35:000604","1705950755604","2024-01-22 16:12:43:000157","1705950763157","2024-01-22 16:12:46:000637","1705950766637","2024-01-22 16:12:35:000605","1705950755605","2024-01-22 16:12:37:000964","1705950757964","2024-01-22 16:12:37:000965","1705950757965","2024-01-22 16:12:43:000157","1705950763157","2024-01-22 16:12:16:000522","1705950736522","2024-01-22 16:12:57:000354","1705950777354"
"123","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:13:38:000486","1705950818486","2024-01-22 16:13:45:000045","1705950825045","2024-01-22 16:13:04:000844","1705950784844","2024-01-22 16:13:29:000230","1705950809230","2024-01-22 16:13:33:000437","1705950813437","2024-01-22 16:13:38:000486","1705950818486","2024-01-22 16:13:29:000230","1705950809230","2024-01-22 16:13:31:000062","1705950811062","2024-01-22 16:13:31:000062","1705950811062","2024-01-22 16:13:33:000436","1705950813436","2024-01-22 16:13:04:000844","1705950784844","2024-01-22 16:13:45:000045","1705950825045"
"124","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:14:18:000626","1705950858626","2024-01-22 16:14:27:000965","1705950867965","2024-01-22 16:13:52:000845","1705950832845","2024-01-22 16:14:08:000109","1705950848109","2024-01-22 16:14:15:000510","1705950855510","2024-01-22 16:14:18:000228","1705950858228","2024-01-22 16:14:08:000109","1705950848109","2024-01-22 16:14:11:000917","1705950851917","2024-01-22 16:14:11:000917","1705950851917","2024-01-22 16:14:15:000509","1705950855509","2024-01-22 16:13:52:000845","1705950832845","2024-01-22 16:14:27:000965","1705950867965"
"125","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:15:07:000780","1705950907780","2024-01-22 16:15:07:000965","1705950907965","2024-01-22 16:14:32:000701","1705950872701","2024-01-22 16:14:56:000221","1705950896221","2024-01-22 16:15:03:000637","1705950903637","2024-01-22 16:15:07:000661","1705950907661","2024-01-22 16:14:56:000538","1705950896538","2024-01-22 16:14:58:000517","1705950898517","2024-01-22 16:14:58:000517","1705950898517","2024-01-22 16:15:03:000637","1705950903637","2024-01-22 16:14:32:000701","1705950872701","2024-01-22 16:15:19:000814","1705950919814"
"126","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:15:49:000446","1705950949446","2024-01-22 16:15:58:000741","1705950958741","2024-01-22 16:15:24:000260","1705950924260","2024-01-22 16:15:40:000214","1705950940214","2024-01-22 16:15:46:000420","1705950946420","2024-01-22 16:15:49:000445","1705950949445","2024-01-22 16:15:40:000215","1705950940215","2024-01-22 16:15:42:000854","1705950942854","2024-01-22 16:15:43:000380","1705950943380","2024-01-22 16:15:46:000420","1705950946420","2024-01-22 16:15:24:000260","1705950924260","2024-01-22 16:15:58:000741","1705950958741"
"127","1-2-3-4-5","Digit","CapsLock","2024-01-22 16:16:31:000109","1705950991109","2024-01-22 16:16:37:000765","1705950997765","2024-01-22 16:16:03:000620","1705950963620","2024-01-22 16:16:18:000893","1705950978893","2024-01-22 16:16:24:000748","1705950984748","2024-01-22 16:16:31:000108","1705950991108","2024-01-22 16:16:18:000893","1705950978893","2024-01-22 16:16:21:000423","1705950981423","2024-01-22 16:16:21:000423","1705950981423","2024-01-22 16:16:24:000748","1705950984748","2024-01-22 16:16:03:000620","1705950963620","2024-01-22 16:16:37:000765","1705950997765"
"143","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:44:00:000045","1706546640045","2024-01-29 13:44:06:000784","1706546646784","2024-01-29 13:43:46:000461","1706546626461","2024-01-29 13:43:55:000478","1706546635478","2024-01-29 13:43:58:000926","1706546638926","2024-01-29 13:44:00:000045","1706546640045","2024-01-29 13:43:55:000479","1706546635479","2024-01-29 13:43:56:000916","1706546636916","2024-01-29 13:43:56:000917","1706546636917","2024-01-29 13:43:58:000926","1706546638926","2024-01-29 13:43:46:000461","1706546626461","2024-01-29 13:44:06:000784","1706546646784"
"142","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:43:30:000190","1706546610190","2024-01-29 13:43:38:000613","1706546618613","2024-01-29 13:43:17:000728","1706546597728","2024-01-29 13:43:25:000406","1706546605406","2024-01-29 13:43:28:000606","1706546608606","2024-01-29 13:43:30:000190","1706546610190","2024-01-29 13:43:25:000407","1706546605407","2024-01-29 13:43:26:000878","1706546606878","2024-01-29 13:43:26:000879","1706546606879","2024-01-29 13:43:28:000606","1706546608606","2024-01-29 13:43:17:000728","1706546597728","2024-01-29 13:43:38:000613","1706546618613"
"140","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:42:41:000642","1706546561642","2024-01-29 13:42:50:000392","1706546570392","2024-01-29 13:42:26:000064","1706546546064","2024-01-29 13:42:36:000505","1706546556505","2024-01-29 13:42:40:000162","1706546560162","2024-01-29 13:42:41:000641","1706546561641","2024-01-29 13:42:36:000505","1706546556505","2024-01-29 13:42:37:000985","1706546557985","2024-01-29 13:42:37:000985","1706546557985","2024-01-29 13:42:40:000162","1706546560162","2024-01-29 13:42:26:000064","1706546546064","2024-01-29 13:42:50:000392","1706546570392"
"139","1-2-3-4-5","Mixed","Mixed","2024-01-29 13:42:02:000490","1706546522490","2024-01-29 13:42:14:000761","1706546534761","2024-01-29 13:41:46:000298","1706546506299","2024-01-29 13:41:56:000355","1706546516355","2024-01-29 13:42:00:000649","1706546520649","2024-01-29 13:42:02:000489","1706546522489","2024-01-29 13:41:56:000355","1706546516355","2024-01-29 13:41:57:000913","1706546517913","2024-01-29 13:41:57:000913","1706546517913","2024-01-29 13:42:00:000649","1706546520649","2024-01-29 13:41:46:000299","1706546506299","2024-01-29 13:42:14:000761","1706546534761"
"132","1-2-3-4-5","Mixed","Shift","2024-01-22 16:19:49:000675","1705951189675","2024-01-22 16:19:49:000833","1705951189833","2024-01-22 16:19:22:000834","1705951162834","2024-01-22 16:19:39:000351","1705951179351","2024-01-22 16:19:46:000853","1705951186853","2024-01-22 16:19:49:000603","1705951189603","2024-01-22 16:19:39:000352","1705951179352","2024-01-22 16:19:44:000078","1705951184078","2024-01-22 16:19:44:000079","1705951184079","2024-01-22 16:19:46:000853","1705951186853","2024-01-22 16:19:22:000834","1705951162834","2024-01-22 16:19:59:000124","1705951199124"
"133","1-2-3-4-5","Numpad","Shift","2024-01-22 16:20:23:000477","1705951223477","2024-01-22 16:20:30:000555","1705951230555","2024-01-22 16:20:03:000063","1705951203063","2024-01-22 16:20:14:000540","1705951214540","2024-01-22 16:20:20:000324","1705951220324","2024-01-22 16:20:23:000476","1705951223476","2024-01-22 16:20:14:000540","1705951214540","2024-01-22 16:20:16:000717","1705951216717","2024-01-22 16:20:17:000011","1705951217011","2024-01-22 16:20:20:000324","1705951220324","2024-01-22 16:20:03:000063","1705951203063","2024-01-22 16:20:30:000555","1705951230555"
"134","1-2-3-4-5","Numpad","Shift","2024-01-22 16:20:55:000605","1705951255605","2024-01-22 16:21:03:000597","1705951263597","2024-01-22 16:20:33:000916","1705951233916","2024-01-22 16:20:47:000841","1705951247841","2024-01-22 16:20:53:000029","1705951253029","2024-01-22 16:20:55:000604","1705951255604","2024-01-22 16:20:47:000842","1705951247842","2024-01-22 16:20:50:000093","1705951250093","2024-01-22 16:20:50:000094","1705951250094","2024-01-22 16:20:53:000028","1705951253028","2024-01-22 16:20:33:000916","1705951233916","2024-01-22 16:21:03:000597","1705951263597"
"135","1-2-3-4-5","Numpad","Mixed","2024-01-22 16:21:30:000237","1705951290237","2024-01-22 16:21:39:000541","1705951299541","2024-01-22 16:21:11:000532","1705951271532","2024-01-22 16:21:23:000053","1705951283053","2024-01-22 16:21:28:000064","1705951288064","2024-01-22 16:21:30:000237","1705951290237","2024-01-22 16:21:23:000054","1705951283054","2024-01-22 16:21:25:000051","1705951285051","2024-01-22 16:21:25:000051","1705951285051","2024-01-22 16:21:28:000063","1705951288063","2024-01-22 16:21:11:000532","1705951271532","2024-01-22 16:21:39:000541","1705951299541"
"136","1-2-3-4-5","Mixed","Shift","2024-01-22 16:22:35:000050","1705951355050","2024-01-22 16:22:55:000796","1705951375796","2024-01-22 16:22:14:000452","1705951334452","2024-01-22 16:22:27:000532","1705951347532","2024-01-22 16:22:32:000580","1705951352580","2024-01-22 16:22:35:000050","1705951355050","2024-01-22 16:22:27:000533","1705951347533","2024-01-22 16:22:29:000382","1705951349383","2024-01-22 16:22:29:000384","1705951349384","2024-01-22 16:22:32:000580","1705951352580","2024-01-22 16:22:14:000452","1705951334452","2024-01-22 16:22:55:000796","1705951375796"
"137","1-2-3-4-5","Mixed","Shift","2024-01-22 16:23:19:000123","1705951399123","2024-01-22 16:23:26:000434","1705951406434","2024-01-22 16:22:58:000653","1705951378653","2024-01-22 16:23:11:000436","1705951391436","2024-01-22 16:23:17:000109","1705951397109","2024-01-22 16:23:19:000123","1705951399123","2024-01-22 16:23:11:000437","1705951391437","2024-01-22 16:23:14:000182","1705951394182","2024-01-22 16:23:14:000183","1705951394183","2024-01-22 16:23:17:000109","1705951397109","2024-01-22 16:22:58:000653","1705951378653","2024-01-22 16:23:26:000434","1705951406434"
"138","1-2-3-4-5","Mixed","Shift","2024-01-22 16:23:51:000963","1705951431963","2024-01-22 16:24:05:000935","1705951445935","2024-01-22 16:23:30:000610","1705951410610","2024-01-22 16:23:44:000833","1705951424833","2024-01-22 16:23:49:000657","1705951429657","2024-01-22 16:23:51:000962","1705951431962","2024-01-22 16:23:44:000834","1705951424834","2024-01-22 16:23:47:000139","1705951427139","2024-01-22 16:23:47:000140","1705951427140","2024-01-22 16:23:49:000657","1705951429657","2024-01-22 16:23:30:000610","1705951410610","2024-01-22 16:24:05:000935","1705951445935"
"144","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:44:31:000360","1706546671360","2024-01-29 13:44:36:000910","1706546676910","2024-01-29 13:44:10:000533","1706546650533","2024-01-29 13:44:12:000974","1706546652974","2024-01-29 13:44:29:000272","1706546669272","2024-01-29 13:44:31:000359","1706546671359","2024-01-29 13:44:12:000975","1706546652975","2024-01-29 13:44:15:000437","1706546655437","2024-01-29 13:44:26:000285","1706546666285","2024-01-29 13:44:29:000271","1706546669271","2024-01-29 13:44:10:000533","1706546650533","2024-01-29 13:44:36:000910","1706546676910"
"145","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:44:56:000840","1706546696840","2024-01-29 13:45:03:000407","1706546703407","2024-01-29 13:44:42:000766","1706546682766","2024-01-29 13:44:51:000583","1706546691583","2024-01-29 13:44:55:000336","1706546695336","2024-01-29 13:44:56:000839","1706546696839","2024-01-29 13:44:51:000584","1706546691584","2024-01-29 13:44:53:000576","1706546693576","2024-01-29 13:44:53:000576","1706546693576","2024-01-29 13:44:55:000336","1706546695336","2024-01-29 13:44:42:000766","1706546682766","2024-01-29 13:45:03:000407","1706546703407"
"146","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:45:21:000415","1706546721415","2024-01-29 13:45:28:000472","1706546728472","2024-01-29 13:45:08:000918","1706546708918","2024-01-29 13:45:15:000375","1706546715375","2024-01-29 13:45:18:000424","1706546718424","2024-01-29 13:45:21:000415","1706546721415","2024-01-29 13:45:15:000376","1706546715376","2024-01-29 13:45:16:000776","1706546716776","2024-01-29 13:45:16:000776","1706546716776","2024-01-29 13:45:18:000423","1706546718423","2024-01-29 13:45:08:000918","1706546708918","2024-01-29 13:45:28:000472","1706546728472"
"147","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:45:46:000722","1706546746722","2024-01-29 13:45:54:000680","1706546754680","2024-01-29 13:45:33:000496","1706546733496","2024-01-29 13:45:41:000289","1706546741289","2024-01-29 13:45:45:000425","1706546745425","2024-01-29 13:45:46:000721","1706546746721","2024-01-29 13:45:41:000289","1706546741289","2024-01-29 13:45:43:000681","1706546743681","2024-01-29 13:45:43:000682","1706546743682","2024-01-29 13:45:45:000425","1706546745425","2024-01-29 13:45:33:000496","1706546733496","2024-01-29 13:45:54:000680","1706546754680"
"148","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:46:18:000738","1706546778738","2024-01-29 13:46:26:000136","1706546786136","2024-01-29 13:45:58:000664","1706546758664","2024-01-29 13:46:03:000297","1706546763297","2024-01-29 13:46:12:000873","1706546772873","2024-01-29 13:46:14:000767","1706546774767","2024-01-29 13:46:03:000298","1706546763298","2024-01-29 13:46:04:000384","1706546764384","2024-01-29 13:46:12:000761","1706546772761","2024-01-29 13:46:12:000873","1706546772873","2024-01-29 13:45:58:000664","1706546758664","2024-01-29 13:46:26:000136","1706546786136"
"149","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:46:44:000369","1706546804369","2024-01-29 13:46:50:000696","1706546810696","2024-01-29 13:46:30:000136","1706546790136","2024-01-29 13:46:38:000778","1706546798778","2024-01-29 13:46:42:000849","1706546802849","2024-01-29 13:46:44:000368","1706546804368","2024-01-29 13:46:38:000778","1706546798778","2024-01-29 13:46:40:000592","1706546800592","2024-01-29 13:46:40:000592","1706546800592","2024-01-29 13:46:42:000849","1706546802849","2024-01-29 13:46:30:000136","1706546790136","2024-01-29 13:46:50:000696","1706546810696"
"150","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:47:08:000825","1706546828825","2024-01-29 13:47:13:000881","1706546833881","2024-01-29 13:46:54:000496","1706546814496","2024-01-29 13:47:03:000521","1706546823521","2024-01-29 13:47:07:000481","1706546827481","2024-01-29 13:47:08:000824","1706546828824","2024-01-29 13:47:03:000522","1706546823522","2024-01-29 13:47:05:000633","1706546825633","2024-01-29 13:47:05:000633","1706546825633","2024-01-29 13:47:07:000480","1706546827480","2024-01-29 13:46:54:000496","1706546814496","2024-01-29 13:47:13:000881","1706546833881"
"151","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:47:31:000595","1706546851595","2024-01-29 13:47:39:000466","1706546859466","2024-01-29 13:47:17:000871","1706546837871","2024-01-29 13:47:26:000677","1706546846677","2024-01-29 13:47:30:000035","1706546850035","2024-01-29 13:47:31:000595","1706546851595","2024-01-29 13:47:26:000678","1706546846678","2024-01-29 13:47:27:000996","1706546847996","2024-01-29 13:47:27:000996","1706546847996","2024-01-29 13:47:30:000035","1706546850035","2024-01-29 13:47:17:000871","1706546837871","2024-01-29 13:47:39:000466","1706546859466"
"152","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:48:01:000843","1706546881843","2024-01-29 13:48:07:000410","1706546887410","2024-01-29 13:47:43:000754","1706546863754","2024-01-29 13:47:47:000331","1706546867331","2024-01-29 13:47:59:000550","1706546879550","2024-01-29 13:48:01:000843","1706546881843","2024-01-29 13:47:47:000332","1706546867332","2024-01-29 13:47:49:000337","1706546869337","2024-01-29 13:47:56:000948","1706546876948","2024-01-29 13:47:59:000550","1706546879550","2024-01-29 13:47:43:000754","1706546863754","2024-01-29 13:48:07:000410","1706546887410"
"153","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:48:27:000209","1706546907209","2024-01-29 13:48:33:000802","1706546913802","2024-01-29 13:48:11:000826","1706546891826","2024-01-29 13:48:14:000470","1706546894470","2024-01-29 13:48:25:000762","1706546905762","2024-01-29 13:48:27:000209","1706546907209","2024-01-29 13:48:14:000471","1706546894471","2024-01-29 13:48:15:000514","1706546895514","2024-01-29 13:48:24:000508","1706546904508","2024-01-29 13:48:25:000761","1706546905761","2024-01-29 13:48:11:000826","1706546891826","2024-01-29 13:48:33:000802","1706546913802"
"154","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:48:49:000849","1706546929849","2024-01-29 13:48:57:000049","1706546937049","2024-01-29 13:48:38:000044","1706546918044","2024-01-29 13:48:45:000010","1706546925010","2024-01-29 13:48:48:000122","1706546928122","2024-01-29 13:48:49:000849","1706546929849","2024-01-29 13:48:45:000011","1706546925011","2024-01-29 13:48:46:000537","1706546926537","2024-01-29 13:48:46:000538","1706546926538","2024-01-29 13:48:48:000121","1706546928121","2024-01-29 13:48:38:000044","1706546918044","2024-01-29 13:48:57:000049","1706546937049"
"155","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:49:13:000177","1706546953177","2024-01-29 13:49:18:000961","1706546958961","2024-01-29 13:49:00:000759","1706546940759","2024-01-29 13:49:08:000952","1706546948952","2024-01-29 13:49:11:000857","1706546951857","2024-01-29 13:49:13:000177","1706546953177","2024-01-29 13:49:08:000952","1706546948952","2024-01-29 13:49:10:000409","1706546950409","2024-01-29 13:49:10:000410","1706546950410","2024-01-29 13:49:11:000857","1706546951857","2024-01-29 13:49:00:000759","1706546940759","2024-01-29 13:49:18:000961","1706546958961"
"156","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:49:36:000076","1706546976076","2024-01-29 13:49:43:000489","1706546983489","2024-01-29 13:49:22:000738","1706546962738","2024-01-29 13:49:31:000258","1706546971258","2024-01-29 13:49:34:000459","1706546974459","2024-01-29 13:49:36:000076","1706546976076","2024-01-29 13:49:31:000259","1706546971259","2024-01-29 13:49:32:000481","1706546972481","2024-01-29 13:49:32:000481","1706546972482","2024-01-29 13:49:34:000458","1706546974458","2024-01-29 13:49:22:000738","1706546962738","2024-01-29 13:49:43:000489","1706546983489"
"157","1-2-3-4-5","Mixed","CapsLock","2024-01-29 13:50:05:000634","1706547005634","2024-01-29 13:50:12:000101","1706547012101","2024-01-29 13:49:47:000786","1706546987786","2024-01-29 13:50:00:000747","1706547000747","2024-01-29 13:50:03:000435","1706547003435","2024-01-29 13:50:05:000634","1706547005634","2024-01-29 13:50:00:000747","1706547000747","2024-01-29 13:50:01:000810","1706547001810","2024-01-29 13:50:01:000811","1706547001811","2024-01-29 13:50:03:000434","1706547003434","2024-01-29 13:49:47:000786","1706546987786","2024-01-29 13:50:12:000101","1706547012101"
"158","1-2-3-4-5","Mixed","Shift","2024-01-29 15:39:30:000083","1706553570083","2024-01-29 15:39:34:000115","1706553574115","2024-01-29 15:39:16:000427","1706553556427","2024-01-29 15:39:22:000964","1706553562964","2024-01-29 15:39:27:000915","1706553567915","2024-01-29 15:39:30:000082","1706553570082","2024-01-29 15:39:22:000964","1706553562964","2024-01-29 15:39:25:000779","1706553565779","2024-01-29 15:39:25:000779","1706553565779","2024-01-29 15:39:27:000914","1706553567914","2024-01-29 15:39:16:000427","1706553556427","2024-01-29 15:39:34:000115","1706553574115"
"159","1-2-3-4-5","Numpad","Shift","2024-01-29 15:39:52:000643","1706553592643","2024-01-29 15:39:57:000618","1706553597618","2024-01-29 15:39:38:000891","1706553578891","2024-01-29 15:39:45:000562","1706553585562","2024-01-29 15:39:50:000210","1706553590210","2024-01-29 15:39:52:000642","1706553592642","2024-01-29 15:39:45:000563","1706553585563","2024-01-29 15:39:48:000107","1706553588107","2024-01-29 15:39:48:000107","1706553588107","2024-01-29 15:39:50:000209","1706553590209","2024-01-29 15:39:38:000891","1706553578891","2024-01-29 15:39:57:000618","1706553597618"
"160","1-2-3-4-5","Numpad","Shift","2024-01-29 15:40:20:000826","1706553620826","2024-01-29 15:40:24:000515","1706553624515","2024-01-29 15:40:03:000746","1706553603747","2024-01-29 15:40:13:000635","1706553613635","2024-01-29 15:40:18:000482","1706553618482","2024-01-29 15:40:20:000826","1706553620826","2024-01-29 15:40:13:000635","1706553613635","2024-01-29 15:40:16:000011","1706553616011","2024-01-29 15:40:16:000011","1706553616011","2024-01-29 15:40:18:000482","1706553618482","2024-01-29 15:40:03:000747","1706553603747","2024-01-29 15:40:24:000515","1706553624515"
"161","1-2-3-4-5","Mixed","Shift","2024-01-29 15:40:45:000953","1706553645953","2024-01-29 15:40:50:000555","1706553650555","2024-01-29 15:40:29:000930","1706553629930","2024-01-29 15:40:38:000747","1706553638747","2024-01-29 15:40:43:000274","1706553643274","2024-01-29 15:40:45:000953","1706553645953","2024-01-29 15:40:38:000747","1706553638747","2024-01-29 15:40:40:000514","1706553640514","2024-01-29 15:40:40:000515","1706553640515","2024-01-29 15:40:43:000274","1706553643274","2024-01-29 15:40:29:000930","1706553629930","2024-01-29 15:40:50:000555","1706553650555"
"162","1-2-3-4-5","Mixed","Shift","2024-01-29 15:42:05:000420","1706553725420","2024-01-29 15:42:13:000409","1706553733409","2024-01-29 15:41:41:000186","1706553701186","2024-01-29 15:41:59:000226","1706553719226","2024-01-29 15:42:03:000937","1706553723937","2024-01-29 15:42:05:000419","1706553725419","2024-01-29 15:41:59:000227","1706553719227","2024-01-29 15:42:01:000291","1706553721291","2024-01-29 15:42:01:000291","1706553721291","2024-01-29 15:42:03:000936","1706553723937","2024-01-29 15:41:41:000186","1706553701186","2024-01-29 15:42:13:000409","1706553733409"
"163","1-2-3-4-5","Mixed","Shift","2024-01-29 15:42:37:000076","1706553757076","2024-01-29 15:42:46:000777","1706553766777","2024-01-29 15:42:18:000763","1706553738763","2024-01-29 15:42:30:000226","1706553750226","2024-01-29 15:42:34:000704","1706553754704","2024-01-29 15:42:37:000076","1706553757076","2024-01-29 15:42:30:000226","1706553750226","2024-01-29 15:42:31:000586","1706553751586","2024-01-29 15:42:31:000587","1706553751587","2024-01-29 15:42:34:000704","1706553754704","2024-01-29 15:42:18:000763","1706553738763","2024-01-29 15:42:46:000777","1706553766777"
"164","1-2-3-4-5","Mixed","Shift","2024-01-29 15:43:12:000937","1706553792937","2024-01-29 15:43:25:000802","1706553805802","2024-01-29 15:42:52:000848","1706553772848","2024-01-29 15:43:05:000993","1706553785993","2024-01-29 15:43:10:000696","1706553790696","2024-01-29 15:43:12:000936","1706553792936","2024-01-29 15:43:05:000993","1706553785993","2024-01-29 15:43:07:000505","1706553787505","2024-01-29 15:43:07:000505","1706553787505","2024-01-29 15:43:10:000696","1706553790696","2024-01-29 15:42:52:000848","1706553772848","2024-01-29 15:43:25:000802","1706553805802"
"165","1-2-3-4-5","Mixed","Shift","2024-01-29 15:43:48:000289","1706553828289","2024-01-29 15:43:56:000225","1706553836225","2024-01-29 15:43:30:000608","1706553810608","2024-01-29 15:43:39:000876","1706553819876","2024-01-29 15:43:46:000025","1706553826025","2024-01-29 15:43:48:000289","1706553828289","2024-01-29 15:43:39:000876","1706553819876","2024-01-29 15:43:42:000985","1706553822985","2024-01-29 15:43:42:000986","1706553822986","2024-01-29 15:43:46:000025","1706553826025","2024-01-29 15:43:30:000608","1706553810608","2024-01-29 15:43:56:000225","1706553836225"
"166","1-2-3-4-5","Mixed","Shift","2024-01-29 15:44:25:000012","1706553865012","2024-01-29 15:44:33:000826","1706553873826","2024-01-29 15:44:00:000641","1706553840641","2024-01-29 15:44:12:000657","1706553852657","2024-01-29 15:44:20:000801","1706553860801","2024-01-29 15:44:25:000012","1706553865012","2024-01-29 15:44:12:000658","1706553852658","2024-01-29 15:44:17:000529","1706553857529","2024-01-29 15:44:17:000529","1706553857529","2024-01-29 15:44:20:000801","1706553860801","2024-01-29 15:44:00:000641","1706553840641","2024-01-29 15:44:33:000826","1706553873826"
"167","1-2-3-4-5","Mixed","Shift","2024-01-29 15:45:00:000098","1706553900098","2024-01-29 15:45:09:000474","1706553909474","2024-01-29 15:44:42:000706","1706553882706","2024-01-29 15:44:53:000602","1706553893602","2024-01-29 15:44:57:000654","1706553897654","2024-01-29 15:44:59:000810","1706553899810","2024-01-29 15:44:53:000602","1706553893602","2024-01-29 15:44:55:000404","1706553895404","2024-01-29 15:44:55:000404","1706553895404","2024-01-29 15:44:57:000653","1706553897653","2024-01-29 15:44:42:000706","1706553882706","2024-01-29 15:45:09:000474","1706553909474"
"168","1-2-3-4-5","Mixed","Shift","2024-01-29 15:45:30:000354","1706553930354","2024-01-29 15:45:38:000996","1706553938996","2024-01-29 15:45:14:000017","1706553914017","2024-01-29 15:45:24:000481","1706553924481","2024-01-29 15:45:28:000131","1706553928131","2024-01-29 15:45:30:000354","1706553930354","2024-01-29 15:45:24:000481","1706553924481","2024-01-29 15:45:26:000211","1706553926211","2024-01-29 15:45:26:000211","1706553926211","2024-01-29 15:45:28:000131","1706553928131","2024-01-29 15:45:14:000017","1706553914017","2024-01-29 15:45:38:000996","1706553938996"
"169","1-2-3-4-5","Mixed","Shift","2024-01-29 15:46:02:000018","1706553962018","2024-01-29 15:46:09:000824","1706553969824","2024-01-29 15:45:45:000738","1706553945738","2024-01-29 15:45:54:000770","1706553954770","2024-01-29 15:45:59:000363","1706553959363","2024-01-29 15:46:02:000018","1706553962018","2024-01-29 15:45:54:000770","1706553954770","2024-01-29 15:45:57:000802","1706553957802","2024-01-29 15:45:57:000802","1706553957802","2024-01-29 15:45:59:000363","1706553959363","2024-01-29 15:45:45:000738","1706553945738","2024-01-29 15:46:09:000824","1706553969824"
"170","1-2-3-4-5","Mixed","Shift","2024-01-29 15:46:32:000257","1706553992257","2024-01-29 15:46:38:000699","1706553998699","2024-01-29 15:46:15:000874","1706553975874","2024-01-29 15:46:25:000178","1706553985178","2024-01-29 15:46:29:000651","1706553989651","2024-01-29 15:46:31:000996","1706553991996","2024-01-29 15:46:25:000179","1706553985179","2024-01-29 15:46:27:000387","1706553987387","2024-01-29 15:46:27:000387","1706553987387","2024-01-29 15:46:29:000651","1706553989651","2024-01-29 15:46:15:000874","1706553975874","2024-01-29 15:46:38:000699","1706553998699"
